Variable,Employment,Professional - Type of Employment,Measured_Unit,Country,Year,Value,Flag Codes,Flags
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",64 - Hungary,2017,44807.14,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",64 - Hungary,2018,47969.87,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",64 - Hungary,2019,48697.31,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",64 - Hungary,2020,50932.43,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",64 - Hungary,2021,88398.67,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2010,18359.27,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2011,19030.14,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2012,17107.33,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2013,20061.32,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2014,21799.4,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2015,20263.72,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2016,22352.21,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2017,24960.42,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2018,27552.89,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2019,26495.33,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2020,27908.65,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",64 - Hungary,2021,52232.16,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2010,12286677.13,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2011,12791433.1,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2012,13713891.55,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2013,13903087.96,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2014,15137231.28,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2015,18123542.94,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2016,18907281.74,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2017,19443655.28,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2018,20523754.0,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2019,21837654.28,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2020,22365343.81,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",24 - Iceland,2021,23306254.33,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2010,14779340.62,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2011,14924341.48,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2012,15468367.46,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2013,15355533.81,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2014,16053717.97,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2015,18123542.94,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2016,18489265.16,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2017,18837276.2,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2018,19373845.92,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2019,19737906.39,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2020,19426595.32,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",24 - Iceland,2021,18998233.21,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2010,1.99,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2011,1.92,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2012,1.96,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2013,1.88,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2014,1.97,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2015,2.2,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2016,2.04,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2017,1.93,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2018,1.88,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2019,1.99,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2020,2.1,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,24 - Iceland,2021,2.02,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2010,2.32,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2011,2.31,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2012,2.38,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2013,2.28,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2014,2.38,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2015,2.59,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2016,2.52,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2017,2.53,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2018,2.55,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2019,2.6,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2020,2.81,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",24 - Iceland,2021,2.68,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2010,86937.26,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2011,90481.38,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2012,94478.51,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2013,93833.54,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2014,100848.52,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2015,116928.78,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2016,118275.39,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2017,123447.16,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2018,129098.72,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2019,136257.02,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2020,139149.31,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",24 - Iceland,2021,139854.46,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2010,100511.25,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2011,110314.68,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2012,109638.52,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2013,113792.67,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2014,129635.82,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2015,137384.18,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2016,156502.27,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2017,181989.27,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2018,189508.04,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2019,178111.32,B,Break
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2020,165153.31,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",24 - Iceland,2021,183529.91,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2010,151517.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2011,144419.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2012,118677.0,B,Break
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2013,115940.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2014,117668.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2015,116195.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2016,127234.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2017,131184.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2018,131000.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2019,141000.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",05 - Ireland,2020,148000.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2010,172765.16,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2011,161875.16,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2012,130051.11,B,Break
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2013,125731.21,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2014,127535.98,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2015,116195.0,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2016,126314.65,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2017,128825.57,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2018,127275.77,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2019,132267.12,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",05 - Ireland,2020,141041.26,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2010,3.52,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2011,3.37,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2012,2.76,B,Break
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2013,2.74,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2014,2.77,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2015,2.71,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2016,2.91,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2017,2.92,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2018,2.83,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2019,2.94,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,05 - Ireland,2020,3.01,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2010,4.13,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2011,3.85,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2012,3.11,B,Break
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2013,2.99,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2014,2.81,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2015,2.08,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2016,2.24,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2017,2.12,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2018,1.95,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2019,1.95,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",05 - Ireland,2020,1.98,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2010,156889.04,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2011,150526.62,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2012,122944.4,B,Break
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2013,119983.32,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2014,118915.3,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2015,116307.47,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2016,130549.43,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2017,132951.86,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2018,132339.81,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2019,143335.36,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",05 - Ireland,2020,143745.14,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2010,200868.61,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2011,201024.76,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2012,152474.89,B,Break
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2013,153982.03,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2014,156322.07,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2015,128919.91,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2016,140835.78,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2017,148196.01,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2018,154704.98,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2019,157845.95,,None
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",05 - Ireland,2020,169045.1,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2010,212391.0,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2011,225368.0,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2012,259790.94,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2013,261881.66,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2014,277526.97,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2015,283774.67,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2016,287734.24,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2017,285508.93,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2018,279139.0,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2019,278180.0,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2020,272132.0,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU",44 - Israel,2021,268079.0,P,Provisional value
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2010,233372.64,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2011,244047.43,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2012,272416.25,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2013,269743.8,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2014,283958.95,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2015,283774.67,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2016,286707.92,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2017,284586.48,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2018,276073.2,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2019,270163.17,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2020,261565.78,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"annual income, NCU at 2015 GDP price level",44 - Israel,2021,252300.64,P,Provisional value
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2010,1.65,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2011,1.69,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2012,1.88,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2013,1.86,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2014,1.95,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2015,1.95,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2016,1.91,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2017,1.84,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2018,1.72,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2019,1.67,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2020,1.63,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,income per average wage,44 - Israel,2021,1.51,P,Provisional value
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2010,1.82,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2011,1.83,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2012,2.03,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2013,1.96,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2014,2.03,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2015,2.02,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2016,1.99,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2017,1.93,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2018,1.83,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2019,1.76,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2020,1.76,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, /capita GDP",44 - Israel,2021,1.59,P,Provisional value
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2010,48731.44,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2011,52776.51,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2012,60642.74,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2013,59156.32,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2014,60653.4,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2015,62320.91,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2016,66997.94,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2017,67141.26,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2018,66744.66,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2019,64711.16,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2020,63073.44,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, PPP for private consumption, in US$",44 - Israel,2021,62776.26,P,Provisional value
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2010,56804.61,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2011,62984.87,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2012,67374.53,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2013,72528.17,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2014,77566.46,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2015,73009.23,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2016,74919.73,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2017,79317.82,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2018,77742.51,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2019,78041.21,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2020,79052.85,,None
Remuneration of general practitioners,Salaried,general practitioners - Salaried,"income, US$ exchange rate",44 - Israel,2021,82991.51,P,Provisional value
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2010,280182.0,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2011,298814.0,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2012,299693.27,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2013,328328.26,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2014,328538.13,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2015,342732.68,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2016,364053.27,D,Difference in methodology
